ECS ID,OEIS ID,Description,Terms
920,A052933,FAIL,"1, 1, 3, 6, 13, 29, 62, 137, 297, 650, 1417, 3093, 6750, 14729, 32145, 70146, 153081, 334061, 729014, 1590905, 3471785"
921,A005126,FAIL,"2, 4, 7, 12, 21, 38, 71, 136, 265, 522, 1035, 2060, 4109, 8206, 16399, 32784, 65553, 131090, 262163, 524308, 1048597"
922,A052934,FAIL,"1, 5, 30, 180, 1080, 6480, 38880, 233280, 1399680, 8398080, 50388480, 302330880, 1813985280, 10883911680, 65303470080, 391820820480, 2350924922880, 14105549537280, 84633297223680, 507799783342080, 3046798700052480"
923,A052935,FAIL,"2, 2, 4, 9, 16, 32, 65, 128, 256, 513, 1024, 2048, 4097, 8192, 16384, 32769, 65536, 131072, 262145, 524288, 1048576"
924,A028860,FAIL,"1, 0, 2, 4, 12, 32, 88, 240, 656, 1792, 4896, 13376, 36544, 99840, 272768, 745216, 2035968, 5562368, 15196672, 41518080, 113429504"
925,A052936,FAIL,"1, 2, 7, 25, 90, 325, 1175, 4250, 15375, 55625, 201250, 728125, 2634375, 9531250, 34484375, 124765625, 451406250, 1633203125, 5908984375, 21378906250, 77349609375"
926,A033138,FAIL,"1, 2, 4, 9, 18, 36, 73, 146, 292, 585, 1170, 2340, 4681, 9362, 18724, 37449, 74898, 149796, 299593, 599186, 1198372"
927,A014983,FAIL,"1, 2, 7, 20, 61, 182, 547, 1640, 4921, 14762, 44287, 132860, 398581, 1195742, 3587227, 10761680, 32285041, 96855122, 290565367, 871696100, 2615088301"
928,A052937,FAIL,"2, 3, 6, 13, 30, 71, 170, 409, 986, 2379, 5742, 13861, 33462, 80783, 195026, 470833, 1136690, 2744211, 6625110, 15994429, 38613966"
929,A052938,FAIL,"1, 3, 2, 4, 3, 5, 4, 6, 5, 7, 6, 8, 7, 9, 8, 10, 9, 11, 10, 12, 11"
930,A052939,FAIL,"1, 3, 9, 28, 87, 271, 844, 2629, 8189, 25508, 79455, 247495, 770924, 2401357, 7480005, 23299524, 72575863, 226067103, 704178124, 2193449749, 6832393165"
931,A052940,FAIL,"1, 5, 11, 23, 47, 95, 191, 383, 767, 1535, 3071, 6143, 12287, 24575, 49151, 98303, 196607, 393215, 786431, 1572863, 3145727"
932,A052941,FAIL,"1, 3, 11, 40, 146, 533, 1946, 7105, 25941, 94713, 345806, 1262570, 4609761, 16830668, 61450341, 224360935, 819162731, 2990839648, 10919834926, 39869337325, 145566674726"
933,A052942,FAIL,"1, 1, 1, 1, 3, 5, 7, 9, 15, 25, 39, 57, 87, 137, 215, 329, 503, 777, 1207, 1865, 2871"
934,A052943,FAIL,"1, 0, 1, 1, 2, 2, 5, 5, 11, 13, 25, 32, 58, 78, 135, 189, 316, 455, 743, 1091, 1752"
935,A005408,2 n + 1,"0, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41"
936,A016777,3 n + 1,"0, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46, 49, 52, 55, 58, 61"
937,A016789,3 n + 2,"0, 5, 8, 11, 14, 17, 20, 23, 26, 29, 32, 35, 38, 41, 44, 47, 50, 53, 56, 59, 62"
938,A016813,4 n + 1,"0, 5, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69, 73, 77, 81"
939,A016825,4 n + 2,"0, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66, 70, 74, 78, 82"
940,A016837,4 n + 3,"0, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67, 71, 75, 79, 83"
941,A016861,5 n + 1,"0, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81, 86, 91, 96, 101"
942,A016873,5 n + 2,"0, 7, 12, 17, 22, 27, 32, 37, 42, 47, 52, 57, 62, 67, 72, 77, 82, 87, 92, 97, 102"
943,A016885,5 n + 3,"0, 8, 13, 18, 23, 28, 33, 38, 43, 48, 53, 58, 63, 68, 73, 78, 83, 88, 93, 98, 103"
944,A016897,5 n + 4,"0, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69, 74, 79, 84, 89, 94, 99, 104"
945,A016921,6 n + 1,"0, 7, 13, 19, 25, 31, 37, 43, 49, 55, 61, 67, 73, 79, 85, 91, 97, 103, 109, 115, 121"
946,A016933,6 n + 2,"0, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98, 104, 110, 116, 122"
947,A016945,6 n + 3,"0, 9, 15, 21, 27, 33, 39, 45, 51, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123"
948,A016957,6 n + 4,"0, 10, 16, 22, 28, 34, 40, 46, 52, 58, 64, 70, 76, 82, 88, 94, 100, 106, 112, 118, 124"
949,A016969,6 n + 5,"0, 11, 17, 23, 29, 35, 41, 47, 53, 59, 65, 71, 77, 83, 89, 95, 101, 107, 113, 119, 125"
950,A016993,7 n + 1,"0, 8, 15, 22, 29, 36, 43, 50, 57, 64, 71, 78, 85, 92, 99, 106, 113, 120, 127, 134, 141"
951,A017005,7 n + 2,"0, 9, 16, 23, 30, 37, 44, 51, 58, 65, 72, 79, 86, 93, 100, 107, 114, 121, 128, 135, 142"
952,A017017,7 n + 3,"0, 10, 17, 24, 31, 38, 45, 52, 59, 66, 73, 80, 87, 94, 101, 108, 115, 122, 129, 136, 143"
953,A017029,7 n + 4,"0, 11, 18, 25, 32, 39, 46, 53, 60, 67, 74, 81, 88, 95, 102, 109, 116, 123, 130, 137, 144"
954,A017041,7 n + 5,"0, 12, 19, 26, 33, 40, 47, 54, 61, 68, 75, 82, 89, 96, 103, 110, 117, 124, 131, 138, 145"
955,A017053,7 n + 6,"0, 13, 20, 27, 34, 41, 48, 55, 62, 69, 76, 83, 90, 97, 104, 111, 118, 125, 132, 139, 146"
956,A017077,8 n + 1,"0, 9, 17, 25, 33, 41, 49, 57, 65, 73, 81, 89, 97, 105, 113, 121, 129, 137, 145, 153, 161"
957,A017089,8 n + 2,"0, 10, 18, 26, 34, 42, 50, 58, 66, 74, 82, 90, 98, 106, 114, 122, 130, 138, 146, 154, 162"
958,A017101,8 n + 3,"0, 11, 19, 27, 35, 43, 51, 59, 67, 75, 83, 91, 99, 107, 115, 123, 131, 139, 147, 155, 163"
959,A017113,8 n + 4,"0, 12, 20, 28, 36, 44, 52, 60, 68, 76, 84, 92, 100, 108, 116, 124, 132, 140, 148, 156, 164"
960,A017125,8 n + 5,"0, 13, 21, 29, 37, 45, 53, 61, 69, 77, 85, 93, 101, 109, 117, 125, 133, 141, 149, 157, 165"
961,A017137,8 n + 6,"0, 14, 22, 30, 38, 46, 54, 62, 70, 78, 86, 94, 102, 110, 118, 126, 134, 142, 150, 158, 166"
962,A017149,8 n + 7,"0, 15, 23, 31, 39, 47, 55, 63, 71, 79, 87, 95, 103, 111, 119, 127, 135, 143, 151, 159, 167"
963,A017173,9 n + 1,"0, 10, 19, 28, 37, 46, 55, 64, 73, 82, 91, 100, 109, 118, 127, 136, 145, 154, 163, 172, 181"
964,A017185,9 n + 2,"0, 11, 20, 29, 38, 47, 56, 65, 74, 83, 92, 101, 110, 119, 128, 137, 146, 155, 164, 173, 182"
965,A017197,9 n + 3,"0, 12, 21, 30, 39, 48, 57, 66, 75, 84, 93, 102, 111, 120, 129, 138, 147, 156, 165, 174, 183"
966,A017209,9 n + 4,"0, 13, 22, 31, 40, 49, 58, 67, 76, 85, 94, 103, 112, 121, 130, 139, 148, 157, 166, 175, 184"
967,A017221,9 n + 5,"0, 14, 23, 32, 41, 50, 59, 68, 77, 86, 95, 104, 113, 122, 131, 140, 149, 158, 167, 176, 185"
968,A017233,9 n + 6,"0, 15, 24, 33, 42, 51, 60, 69, 78, 87, 96, 105, 114, 123, 132, 141, 150, 159, 168, 177, 186"
969,A017245,9 n + 7,"0, 16, 25, 34, 43, 52, 61, 70, 79, 88, 97, 106, 115, 124, 133, 142, 151, 160, 169, 178, 187"
970,A017257,9 n + 8,"0, 17, 26, 35, 44, 53, 62, 71, 80, 89, 98, 107, 116, 125, 134, 143, 152, 161, 170, 179, 188"
971,A017281,10 n + 1,"0, 11, 21, 31, 41, 51, 61, 71, 81, 91, 101, 111, 121, 131, 141, 151, 161, 171, 181, 191, 201"
972,A017293,10 n + 2,"0, 12, 22, 32, 42, 52, 62, 72, 82, 92, 102, 112, 122, 132, 142, 152, 162, 172, 182, 192, 202"
973,A017305,10 n + 3,"0, 13, 23, 33, 43, 53, 63, 73, 83, 93, 103, 113, 123, 133, 143, 153, 163, 173, 183, 193, 203"
974,A017317,10 n + 4,"0, 14, 24, 34, 44, 54, 64, 74, 84, 94, 104, 114, 124, 134, 144, 154, 164, 174, 184, 194, 204"
975,A017329,10 n + 5,"0, 15, 25, 35, 45, 55, 65, 75, 85, 95, 105, 115, 125, 135, 145, 155, 165, 175, 185, 195, 205"
976,A017341,10 n + 6,"0, 16, 26, 36, 46, 56, 66, 76, 86, 96, 106, 116, 126, 136, 146, 156, 166, 176, 186, 196, 206"
977,A017353,10 n + 7,"0, 17, 27, 37, 47, 57, 67, 77, 87, 97, 107, 117, 127, 137, 147, 157, 167, 177, 187, 197, 207"
978,A017365,10 n + 8,"0, 18, 28, 38, 48, 58, 68, 78, 88, 98, 108, 118, 128, 138, 148, 158, 168, 178, 188, 198, 208"
979,A017377,10 n + 9,"0, 19, 29, 39, 49, 59, 69, 79, 89, 99, 109, 119, 129, 139, 149, 159, 169, 179, 189, 199, 209"
980,A017401,11 n + 1,"0, 12, 23, 34, 45, 56, 67, 78, 89, 100, 111, 122, 133, 144, 155, 166, 177, 188, 199, 210, 221"
981,A017413,11 n + 2,"0, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189, 200, 211, 222"
982,A017425,11 n + 3,"0, 14, 25, 36, 47, 58, 69, 80, 91, 102, 113, 124, 135, 146, 157, 168, 179, 190, 201, 212, 223"
983,A017437,11 n + 4,"0, 15, 26, 37, 48, 59, 70, 81, 92, 103, 114, 125, 136, 147, 158, 169, 180, 191, 202, 213, 224"
984,A017449,11 n + 5,"0, 16, 27, 38, 49, 60, 71, 82, 93, 104, 115, 126, 137, 148, 159, 170, 181, 192, 203, 214, 225"
985,A017461,11 n + 6,"0, 17, 28, 39, 50, 61, 72, 83, 94, 105, 116, 127, 138, 149, 160, 171, 182, 193, 204, 215, 226"
986,A017473,11 n + 7,"0, 18, 29, 40, 51, 62, 73, 84, 95, 106, 117, 128, 139, 150, 161, 172, 183, 194, 205, 216, 227"
987,A017485,11 n + 8,"0, 19, 30, 41, 52, 63, 74, 85, 96, 107, 118, 129, 140, 151, 162, 173, 184, 195, 206, 217, 228"
988,A017497,11 n + 9,"0, 20, 31, 42, 53, 64, 75, 86, 97, 108, 119, 130, 141, 152, 163, 174, 185, 196, 207, 218, 229"
989,A017509,11 n + 10,"0, 21, 32, 43, 54, 65, 76, 87, 98, 109, 120, 131, 142, 153, 164, 175, 186, 197, 208, 219, 230"
990,A017533,12 n + 1,"0, 13, 25, 37, 49, 61, 73, 85, 97, 109, 121, 133, 145, 157, 169, 181, 193, 205, 217, 229, 241"
991,A017545,12 n + 2,"0, 14, 26, 38, 50, 62, 74, 86, 98, 110, 122, 134, 146, 158, 170, 182, 194, 206, 218, 230, 242"
992,A017557,12 n + 3,"0, 15, 27, 39, 51, 63, 75, 87, 99, 111, 123, 135, 147, 159, 171, 183, 195, 207, 219, 231, 243"
993,A017569,12 n + 4,"0, 16, 28, 40, 52, 64, 76, 88, 100, 112, 124, 136, 148, 160, 172, 184, 196, 208, 220, 232, 244"
994,A017581,12 n + 5,"0, 17, 29, 41, 53, 65, 77, 89, 101, 113, 125, 137, 149, 161, 173, 185, 197, 209, 221, 233, 245"
995,A017593,12 n + 6,"0, 18, 30, 42, 54, 66, 78, 90, 102, 114, 126, 138, 150, 162, 174, 186, 198, 210, 222, 234, 246"
996,A017605,12 n + 7,"0, 19, 31, 43, 55, 67, 79, 91, 103, 115, 127, 139, 151, 163, 175, 187, 199, 211, 223, 235, 247"
997,A017617,12 n + 8,"0, 20, 32, 44, 56, 68, 80, 92, 104, 116, 128, 140, 152, 164, 176, 188, 200, 212, 224, 236, 248"
998,A017629,12 n + 9,"0, 21, 33, 45, 57, 69, 81, 93, 105, 117, 129, 141, 153, 165, 177, 189, 201, 213, 225, 237, 249"
999,A017641,12 n + 10,"0, 22, 34, 46, 58, 70, 82, 94, 106, 118, 130, 142, 154, 166, 178, 190, 202, 214, 226, 238, 250"
1000,A017653,12 n + 11,"0, 23, 35, 47, 59, 71, 83, 95, 107, 119, 131, 143, 155, 167, 179, 191, 203, 215, 227, 239, 251"
1001,A052944,FAIL,"2, 5, 10, 19, 36, 69, 134, 263, 520, 1033, 2058, 4107, 8204, 16397, 32782, 65551, 131088, 262161, 524306, 1048595, 2097172"
1002,A007494,FAIL,"2, 3, 5, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 23, 24, 26, 27, 29, 30, 32"
1003,A020714,FAIL,"1, 3, 5, 10, 20, 40, 80, 160, 320, 640, 1280, 2560, 5120, 10240, 20480, 40960, 81920, 163840, 327680, 655360, 1310720"
1004,A052945,FAIL,"1, 2, 5, 14, 38, 104, 284, 776, 2120, 5792, 15824, 43232, 118112, 322688, 881600, 2408576, 6580352, 17977856, 49116416, 134188544, 366609920"
1005,A052946,FAIL,"1, 1, 4, 10, 29, 80, 224, 624, 1741, 4855, 13541, 37765, 105326, 293751, 819264, 2284905, 6372539, 17772840, 49567974, 138243749, 385558106"
1006,A052947,FAIL,"1, 0, 1, 2, 1, 4, 5, 6, 13, 16, 25, 42, 57, 92, 141, 206, 325, 488, 737, 1138, 1713"
1007,A052948,FAIL,"1, 1, 3, 7, 19, 51, 139, 379, 1035, 2827, 7723, 21099, 57643, 157483, 430251, 1175467, 3211435, 8773803, 23970475, 65488555, 178918059"
1008,A052949,FAIL,"2, 2, 4, 7, 15, 32, 71, 158, 354, 794, 1783, 4005, 8998, 20217, 45426, 102070, 229348, 515339, 1157955, 2601900, 5846415"
1009,A052950,FAIL,"2, 1, 3, 4, 9, 16, 33, 64, 129, 256, 513, 1024, 2049, 4096, 8193, 16384, 32769, 65536, 131073, 262144, 524289"
1010,A007395,All 2's,"0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2"
1011,A010701,All 3's,"0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
1012,A010709,All 4's,"0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4"
1013,A010716,All 5's,"0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5"
1014,A010722,All 6's,"0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6"
1015,A010727,All 7's,"0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7"
1016,A010731,All 8's,"0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8"
1017,A010734,All 9's,"0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9"
1018,A000096,FAIL,"2, 5, 9, 14, 20, 27, 35, 44, 54, 65, 77, 90, 104, 119, 135, 152, 170, 189, 209, 230, 252"
1019,A001595,FAIL,"1, 3, 5, 9, 15, 25, 41, 67, 109, 177, 287, 465, 753, 1219, 1973, 3193, 5167, 8361, 13529, 21891, 35421"
1020,A008466,FAIL,"1, 3, 8, 19, 43, 94, 201, 423, 880, 1815, 3719, 7582, 15397, 31171, 62952, 126891, 255379, 513342, 1030865, 2068495, 4147936"
1021,A052951,FAIL,"1, 5, 14, 36, 88, 208, 480, 1088, 2432, 5376, 11776, 25600, 55296, 118784, 253952, 540672, 1146880, 2424832, 5111808, 10747904, 22544384"
1022,A032085,FAIL,"1, 2, 6, 12, 28, 56, 120, 240, 496, 992, 2016, 4032, 8128, 16256, 32640, 65280, 130816, 261632, 523776, 1047552, 2096128"
1023,A052952,FAIL,"1, 1, 3, 4, 8, 12, 21, 33, 55, 88, 144, 232, 377, 609, 987, 1596, 2584, 4180, 6765, 10945, 17711"
1024,A052953,FAIL,"2, 2, 4, 6, 12, 22, 44, 86, 172, 342, 684, 1366, 2732, 5462, 10924, 21846, 43692, 87382, 174764, 349526, 699052"
1025,A052954,FAIL,"2, 1, 2, 2, 2, 3, 3, 4, 5, 6, 8, 10, 13, 17, 22, 29, 38, 50, 66, 87, 115"
1026,A052955,FAIL,"1, 2, 3, 5, 7, 11, 15, 23, 31, 47, 63, 95, 127, 191, 255, 383, 511, 767, 1023, 1535, 2047"
1027,A052956,FAIL,"2, 3, 6, 11, 21, 40, 77, 149, 290, 567, 1113, 2192, 4329, 8569, 16994, 33755, 67133, 133656, 266325, 531053, 1059522"
1028,A052957,FAIL,"2, 2, 6, 8, 20, 32, 72, 128, 272, 512, 1056, 2048, 4160, 8192, 16512, 32768, 65792, 131072, 262656, 524288, 1049600"
1029,A052958,FAIL,"1, 2, 6, 20, 62, 194, 610, 1914, 6006, 18850, 59158, 185658, 582662, 1828602, 5738806, 18010426, 56523158, 177389882, 556712886, 1747164122, 5483225814"
1030,A052959,FAIL,"2, 1, 3, 3, 6, 8, 14, 21, 35, 55, 90, 144, 234, 377, 611, 987, 1598, 2584, 4182, 6765, 10947"
1031,A052960,FAIL,"1, 1, 3, 7, 18, 46, 118, 303, 778, 1998, 5131, 13177, 33840, 86905, 223182, 573157, 1471933, 3780093, 9707713, 24930522, 64024444"
1032,A052961,FAIL,"1, 2, 7, 29, 124, 533, 2293, 9866, 42451, 182657, 785932, 3381689, 14550649, 62608178, 269388943, 1159120181, 4987434076, 21459809837, 92336746957, 397304305274, 1709511285499"
1033,A052962,FAIL,"1, 1, 2, 5, 9, 22, 45, 101, 218, 477, 1041, 2270, 4957, 10813, 23602, 51501, 112393, 245270, 535245, 1168053, 2549002"
1034,A052963,FAIL,"1, 2, 5, 14, 40, 115, 331, 953, 2744, 7901, 22750, 65506, 188617, 543101, 1563797, 4502774, 12965221, 37331866, 107492824, 309513251, 891207887"
1035,A052964,FAIL,"1, 0, 3, 1, 10, 7, 35, 36, 127, 165, 474, 715, 1807, 3004, 6995, 12393, 27370, 50559, 107883, 204820, 427351"
1036,A052965,FAIL,"1, 2, 10, 34, 134, 498, 1894, 7138, 26998, 101970, 385350, 1455938, 5501334, 20786354, 78540646, 296762018, 1121303222, 4236795154, 16008550278, 60487618562, 228549876182"
1037,A020699,FAIL,"1, 2, 10, 50, 250, 1250, 6250, 31250, 156250, 781250, 3906250, 19531250, 97656250, 488281250, 2441406250, 12207031250, 61035156250, 305175781250, 1525878906250, 7629394531250, 38146972656250"
1038,A052966,FAIL,"1, 0, 4, 2, 18, 18, 86, 122, 430, 746, 2222, 4346, 11742, 24682, 62958, 138202, 340670, 767562, 1853838, 4242746, 10122974"
1039,A052967,FAIL,"1, 1, 3, 7, 16, 38, 89, 209, 491, 1153, 2708, 6360, 14937, 35081, 82391, 193503, 454460, 1067342, 2506753, 5887345, 13826983"
1040,A052968,FAIL,"2, 3, 5, 8, 13, 22, 39, 72, 137, 266, 523, 1036, 2061, 4110, 8207, 16400, 32785, 65554, 131091, 262164, 524309"
1041,A052969,FAIL,"1, 0, 2, 2, 5, 9, 17, 33, 62, 119, 226, 431, 821, 1564, 2980, 5677, 10816, 20606, 39258, 74793, 142493"
1042,A052970,FAIL,"1, 0, 2, 2, 8, 16, 44, 104, 264, 648, 1616, 4000, 9936, 24640, 61152, 151712, 376448, 934016, 2317504, 5750144, 14267264"
1043,A052971,FAIL,"1, 1, 2, 6, 12, 26, 60, 132, 292, 652, 1448, 3216, 7152, 15896, 35328, 78528, 174544, 387952, 862304, 1916640, 4260096"
1044,A052972,FAIL,"1, 1, 2, 3, 6, 10, 18, 32, 57, 101, 180, 320, 569, 1012, 1800, 3201, 5693, 10125, 18007, 32025, 56956"
1045,A052973,FAIL,"1, 0, 3, 2, 11, 14, 45, 76, 197, 380, 895, 1838, 4143, 8762, 19353, 41496, 90793, 195928, 426811, 923802, 2008307"
1046,A052974,FAIL,"1, 0, 1, 3, 5, 14, 34, 81, 200, 487, 1187, 2899, 7072, 17256, 42109, 102748, 250717, 611779, 1492805, 3642610, 8888370"
1047,A052975,FAIL,"1, 2, 6, 19, 61, 197, 638, 2069, 6714, 21794, 70755, 229725, 745889, 2421850, 7863641, 25532994, 82904974, 269190547, 874055885, 2838041117, 9215060822"
1048,A052976,FAIL,"1, 1, 3, 10, 29, 88, 268, 813, 2469, 7499, 22774, 69165, 210056, 637944, 1937449, 5884073, 17870051, 54271714, 164824317, 500574856, 1520256180"
1049,A052977,FAIL,"1, 1, 1, 3, 5, 8, 15, 27, 47, 84, 150, 266, 473, 842, 1497, 2662, 4735, 8421, 14976, 26635, 47370"
1050,A052978,FAIL,"1, 2, 10, 40, 172, 728, 3096, 13152, 55888, 237472, 1009056, 4287616, 18218688, 77413760, 328941952, 1397720576, 5939111168, 25236118016, 107231812096, 455643039744, 1936091311104"
1051,A052979,FAIL,"1, 2, 6, 18, 52, 154, 452, 1330, 3912, 11506, 33844, 99546, 292800, 861226, 2533164, 7450914, 21915720, 64461730, 189604292, 557691946, 1640365328"
1052,A026150,FAIL,"1, 1, 4, 10, 28, 76, 208, 568, 1552, 4240, 11584, 31648, 86464, 236224, 645376, 1763200, 4817152, 13160704, 35955712, 98232832, 268377088"
1053,A052980,FAIL,"1, 1, 2, 5, 11, 24, 53, 117, 258, 569, 1255, 2768, 6105, 13465, 29698, 65501, 144467, 318632, 702765, 1549997, 3418626"
1054,A052981,FAIL,"1, 3, 15, 66, 300, 1353, 6114, 27615, 124743, 563475, 2545284, 11497332, 51934755, 234595164, 1059692925, 4786752927, 21622304991, 97670399970, 441188256072, 1992897309225, 9002142805206"
1055,A052982,FAIL,"1, 1, 4, 10, 27, 73, 196, 528, 1421, 3825, 10296, 27714, 74599, 200801, 540504, 1454896, 3916201, 10541393, 28374684, 76377258, 205587683"
1056,A028495,FAIL,"1, 3, 9, 29, 93, 299, 961, 3089, 9929, 31915, 102585, 329741, 1059893, 3406835, 10950657, 35198913, 113140561, 363669939, 1168951465, 3757383773, 12077432845"
1057,A052983,FAIL,"1, 1, 2, 3, 6, 10, 19, 33, 61, 108, 197, 352, 638, 1145, 2069, 3721, 6714, 12087, 21794, 39254, 70755"
1058,A052984,FAIL,"1, 3, 13, 59, 269, 1227, 5597, 25531, 116461, 531243, 2423293, 11053979, 50423309, 230008587, 1049196317, 4785964411, 21831429421, 99585218283, 454263232573, 2072145726299, 9452202166349"
1059,A052985,FAIL,"1, 2, 5, 14, 38, 103, 280, 761, 2068, 5620, 15273, 41506, 112797, 306538, 833050, 2263903, 6152400, 16719809, 45437880, 123482328, 335576513"
1060,A052986,FAIL,"1, 2, 7, 24, 85, 302, 1075, 3828, 13633, 48554, 172927, 615888, 2193517, 7812326, 27824011, 99096684, 352938073, 1257007586, 4476898903, 15944711880, 56787933445"
1061,A052987,FAIL,"1, 2, 4, 10, 24, 60, 148, 368, 912, 2264, 5616, 13936, 34576, 85792, 212864, 528160, 1310464, 3251520, 8067648, 20017408, 49667072"
1062,A052988,FAIL,"1, 2, 5, 13, 33, 85, 218, 560, 1438, 3693, 9484, 24356, 62549, 160633, 412524, 1059409, 2720684, 6987029, 17943493, 46080951, 118341175"
1063,A052989,FAIL,"1, 0, 1, 1, 3, 3, 7, 10, 19, 29, 52, 84, 145, 239, 407, 678, 1146, 1918, 3232, 5421, 9121"
1064,A052990,FAIL,"1, 3, 13, 53, 219, 903, 3725, 15365, 63379, 261431, 1078373, 4448165, 18348171, 75684103, 312188253, 1287740773, 5311783139, 21910496823, 90378288885, 372800086085, 1537757639579"
1065,A048739,FAIL,"1, 3, 8, 20, 49, 119, 288, 696, 1681, 4059, 9800, 23660, 57121, 137903, 332928, 803760, 1940449, 4684659, 11309768, 27304196, 65918161"
1066,A052991,FAIL,"1, 2, 6, 20, 66, 218, 720, 2378, 7854, 25940, 85674, 282962, 934560, 3086642, 10194486, 33670100, 111204786, 367284458, 1213058160, 4006458938, 13232434974"
1067,A016116,FAIL,"1, 2, 4, 4, 8, 8, 16, 16, 32, 32, 64, 64, 128, 128, 256, 256, 512, 512, 1024, 1024, 2048"
1068,A052992,FAIL,"1, 1, 5, 5, 21, 21, 85, 85, 341, 341, 1365, 1365, 5461, 5461, 21845, 21845, 87381, 87381, 349525, 349525, 1398101"
